brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Nissan,GT-R Premium,2020,16010,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,114000
Lexus,NX 350 F SPORT Handling,2023,820,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,,51998
Audi,Q7 45 Premium Plus,2021,68000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,36499
Lexus,LX 470 Base,1999,82000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,25000
GMC,Terrain SLE,2022,27352,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,,27785
Ford,Escape Limited,2012,129000,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7000
Lexus,LS 460 L,2014,106731,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,30000
Ford,Expedition Platinum,2019,34672,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,45500
Chevrolet,Malibu LTZ,2010,55900,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,8950
Audi,RS 7 4.0T quattro,2023,3158,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,128900
Audi,A5 2.0T Premium Plus,2015,82000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,17000
Genesis,G70 2.0T,2023,4785,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,42850
Chevrolet,Trailblazer LS,2021,20497,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,,22999
Scion,tC Base,2013,177600,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,7100
Lincoln,MKZ Hybrid Base,2014,78568,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,15500
Ford,Transit-350 XL,2018,95000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,43000
Porsche,911 GT2 RS,2018,4529,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,417500
Ford,Explorer Timberline,2021,25240,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,39951
Volvo,XC90 3.2,2011,88300,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500
Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,27499
Audi,TT RS 2.5T,2018,20675,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000
Lincoln,Navigator L,2008,95000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10900
Hyundai,Elantra GLS,2010,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,6250
Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,34999
Tesla,Model Y Performance,2023,500,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,60000
Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,63500
Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,,44798
Chevrolet,Blazer Premier,2019,55621,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,34562
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541
Ford,Expedition Max Limited,2022,26500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,65900
Nissan,Titan XD SV,2020,10001,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,47214
Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,76900
Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,35800
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,54999
BMW,X5 3.0i,2004,140000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,6730
Ford,Fusion SE,2018,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14950
Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,12000
Ford,GT,2005,1897,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,,429998
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,33600
Lexus,LC 500 Base,2022,2071,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,,99950
Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,,61900
Saturn,Sky Base,2008,15020,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,18500
Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,119900
Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,,65998
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000
Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,63500
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000
Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3900
BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31750
Honda,S2000 CR,2008,82323,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,,34998
Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,12749
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18853
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,104999
INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16900
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,14500
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,,53900
Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47999
Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,,,24900
Tesla,Model X Base,2023,8200,,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,93999
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900
Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,,34998
Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,5000
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995
Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,34084
Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,,15599
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,,31331
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9900
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,14500
BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,,,36800
Polestar,2 Launch Edition,2021,12172,,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,,35999
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000
Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,None reported,Yes,49000
Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,10500
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,17999
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27995
INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8750
Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,78499
Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20850
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,41000
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,53800
Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,37900
Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63500
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,65000
Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,100000
Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8995
Mercedes-Benz,EQS 450 4MATIC,2023,7388,,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,105500
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,,359991
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,,75900
Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,None reported,,23995
Toyota,Land Cruiser Base,1993,231500,–,–,A/T,White,Gray,None reported,Yes,29500
Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,257000
INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000
Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33950
Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,,47498
Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,Automatic,White,Black,None reported,,50998
Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,,42998
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,None reported,Yes,46995
Mercedes-Benz,EQS 450+ Base,2022,16238,,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,62479
RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995
Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,14900
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,None reported,,39998
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,,29999
Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,None reported,Yes,3900
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,–,At least 1 accident or damage reported,Yes,11000
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,63000
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500
Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Cherry,Black,None reported,Yes,18688
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,None reported,Yes,27900
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,77500
Land,Rover Discovery HSE,2019,20034,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,None reported,,43998
Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,54000
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900
Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,134999
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34250
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,12000
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,32000
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500
BMW,M8 Competition,2020,10906,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,,96998
Lincoln,MKC Select,2019,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,,26545
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,None reported,Yes,86999
Toyota,Highlander XLE,2021,67039,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,None reported,,34645
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,,28535
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,43550
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,None reported,Yes,27500
Tesla,Model 3 Standard Range Plus,2021,21600,,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,31000
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,69000
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,16000
Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,8500
Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,275000
Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,45000
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,Yellow,–,None reported,Yes,488880
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,None reported,,74900
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,144664
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,38500
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,12995
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,10000
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,6000
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,52645
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,2.0 Liter,Automatic,Fuji White,–,None reported,,35998
Aston,Martin DBX Base,2021,2353,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Green,Sahara Tan,None reported,Yes,159500
Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mythos Black Metallic,Black,None reported,,33610
Ford,Explorer XLT,2020,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,28616
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,46900
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,29990
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,28499
Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,36500
Chevrolet,Bolt EUV Premier,2022,7624,,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,31985
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,9999
